Date,Customer_ID,Location,Customer_Type,Product,Quantity_Sold_kg,Price_per_kg_KES,Sugarcane_Input_kg,Labor_Cost_KES,Transport_Cost_KES,Sugarcane_Cost_KES,Revenue_KES,Jaggery_Output_kg,Beginning_Inventory_kg,Ending_Inventory_kg
2025-02-28,de17fe56,Migori,Wholesale,Liquid Jaggery,34,104,71,412,438,757,3536,31.59625102032929,67.28860925197002,33.288609251970016
2025-03-01,960a9f7f,Migori,Wholesale,Liquid Jaggery,43,78,66,524,185,1065,3354,33.75495287852085,65.09074853879304,22.090748538793036
2025-03-01,436fab12,Kisumu,Wholesale,Jaggery Blocks,76,95,190,965,381,1540,7220,101.68341633744976,138.30379268773828,62.30379268773828
2025-03-01,97a440dd,Siaya,Retail,Liquid Jaggery,14,77,116,895,385,1221,1078,37.80757720916387,73.31413905510749,59.31413905510749
2025-03-01,cab20b10,Migori,Retail,Liquid Jaggery,49,136,152,403,352,863,6664,71.18849228824119,108.77281304825752,59.77281304825752
2025-03-01,e0712b5c,Migori,Wholesale,Liquid Jaggery,45,90,108,519,426,524,4050,42.75249503856221,54.402507977431426,9.402507977431426
2025-03-01,1aa89ebe,Migori,Retail,Jaggery Paste,43,111,89,481,231,1665,4773,35.448387530352534,55.95128238779081,12.951282387790812
2025-03-01,fafd5e30,Migori,Retail,Jaggery Blocks,25,123,158,497,322,1389,3075,67.46853190579769,87.71206895533464,62.712068955334644
2025-03-01,9571010e,Kisumu,Retail,Liquid Jaggery,65,126,131,349,240,1597,8190,49.56693370542578,85.10060372866937,20.10060372866937
2025-03-02,22741bdc,Siaya,Individual,Liquid Jaggery,64,107,54,688,204,838,6848,24.101045666708984,48.432624211664276,0.0
2025-03-02,1a8a174c,Kisii,Wholesale,Liquid Jaggery,11,132,96,721,289,1600,1452,40.99796862455543,67.16677038028408,56.16677038028408
2025-03-02,238b99f9,Siaya,Retail,Jaggery Blocks,75,117,98,765,127,1434,8775,44.7921228593982,94.46327799278592,19.46327799278592
2025-03-02,893861c2,Migori,Individual,Jaggery Blocks,52,111,189,524,242,1452,5772,99.72899780296332,127.65811838400688,75.65811838400688
2025-03-02,7febd079,Homa Bay,Retail,Liquid Jaggery,79,136,95,807,308,1194,10744,43.96261407556841,65.75723919835629,0.0
2025-03-02,afb81d7a,Migori,Individual,Jaggery Paste,54,125,66,321,344,886,6750,25.31361276012385,67.02071227190892,13.02071227190892
2025-03-03,6e488d7d,Migori,Wholesale,Jaggery Paste,84,133,104,338,114,1329,11172,45.53626817576959,63.80668913856006,0.0
2025-03-03,e0188c25,Migori,Retail,Liquid Jaggery,47,110,190,511,169,1183,5170,71.73453235887685,84.67778413846449,37.67778413846449
2025-03-03,653c126a,Migori,Individual,Jaggery Paste,55,144,169,465,496,1935,7920,91.10020256234664,134.73715631328503,79.73715631328503
2025-03-03,d27503b1,Kisumu,Retail,Liquid Jaggery,42,87,131,379,419,1689,3654,43.76398157298192,53.80924057781672,11.809240577816723
2025-03-03,1c56b4d8,Siaya,Retail,Jaggery Blocks,95,139,104,608,338,1607,13205,49.51854340942707,98.97645245049652,3.9764524504965237
2025-03-03,d571153d,Kisumu,Individual,Jaggery Blocks,48,99,89,801,141,1347,4752,45.547061273001965,60.010818263668654,12.010818263668654
2025-03-03,7f052bbd,Homa Bay,Individual,Jaggery Paste,24,94,70,592,156,1582,2256,26.227508742006467,65.5196764307851,41.5196764307851
2025-03-03,58627c14,Kisumu,Individual,Jaggery Blocks,99,85,97,596,495,1076,8415,35.10033500632638,72.45606919743346,0.0
2025-03-03,db0c0a69,Kisumu,Retail,Liquid Jaggery,85,102,172,692,121,1313,8670,89.28947927501835,120.21981979256464,35.219819792564635
2025-03-03,697b2eb2,Migori,Wholesale,Liquid Jaggery,15,72,62,530,257,713,1080,21.01611776438468,41.66545754509674,26.665457545096743
2025-03-04,36f7a40b,Migori,Wholesale,Jaggery Blocks,60,128,160,996,372,1212,7680,48.93708339350372,77.79868845703032,17.798688457030323
2025-03-04,a58d153c,Migori,Retail,Jaggery Paste,81,133,195,668,349,1099,10773,77.51587213842119,117.22510131658478,36.225101316584784
2025-03-04,07656846,Kisumu,Individual,Liquid Jaggery,22,124,75,390,268,1501,2728,26.65606296532237,45.27484027529082,23.27484027529082
2025-03-04,71a8225d,Homa Bay,Individual,Jaggery Blocks,79,84,118,315,322,806,6636,54.946493274773836,77.16062181668542,0.0
2025-03-04,994e8042,Homa Bay,Wholesale,Jaggery Blocks,27,119,100,628,397,524,3213,42.13935085320298,74.5067860523969,47.506786052396905
2025-03-04,354bdd87,Siaya,Individual,Jaggery Blocks,96,130,101,308,187,1060,12480,34.800077954990655,53.54969087915438,0.0
2025-03-04,6b3b82f4,Kisumu,Wholesale,Jaggery Blocks,28,125,57,435,113,1051,3500,21.20544840311661,64.94461516813718,36.944615168137176
2025-03-04,f51d96be,Migori,Retail,Jaggery Blocks,48,135,67,491,251,919,6480,25.507949797717476,58.592840594295154,10.592840594295154
2025-03-04,9bdc24b2,Kisii,Retail,Jaggery Blocks,74,127,71,539,191,517,9398,37.85639576537226,79.03945371982304,5.039453719823044
2025-03-04,a0bda16b,Migori,Retail,Jaggery Blocks,33,92,185,323,180,1645,3036,75.47522900995267,103.39423669549373,70.39423669549373
2025-03-04,b2cc0a5e,Migori,Wholesale,Liquid Jaggery,94,110,129,429,499,971,10340,62.26048105898123,112.12738540109291,18.12738540109291
2025-03-05,08175b5d,Kisumu,Wholesale,Jaggery Paste,21,92,86,432,259,1792,1932,33.783357751012666,54.04111844954019,33.04111844954019
2025-03-05,cd293b02,Migori,Retail,Liquid Jaggery,67,137,129,310,333,1768,9179,51.82566740871881,82.40182215856619,15.40182215856619
2025-03-05,f063af6f,Kisii,Individual,Jaggery Blocks,89,90,166,678,255,1238,8010,63.82763185283134,90.97021635690302,1.9702163569030233
2025-03-05,f42c5521,Kisumu,Wholesale,Liquid Jaggery,97,71,139,393,458,1237,6887,43.24506813701865,60.65336860277439,0.0
2025-03-05,5caf2d01,Kisii,Individual,Liquid Jaggery,46,73,61,416,366,1458,3358,30.9873436744923,71.4628348301224,25.462834830122404
2025-03-06,69dfa694,Migori,Retail,Liquid Jaggery,75,128,100,499,480,1297,9600,35.908004623226105,59.56828905058785,0.0
2025-03-06,49535975,Migori,Retail,Liquid Jaggery,77,107,183,533,172,508,8239,94.03018113646587,141.0166886681297,64.01668866812969
2025-03-06,5758a193,Migori,Retail,Jaggery Paste,83,77,128,572,174,1752,6391,73.84051499906329,86.30619033653623,3.3061903365362326
2025-03-06,ee302a69,Kisumu,Retail,Liquid Jaggery,62,73,135,742,101,1425,4526,52.34183646583349,77.29895125410485,15.29895125410485
2025-03-06,f234456e,Kisii,Individual,Jaggery Paste,23,129,83,420,468,886,2967,27.664769583294103,39.89168218145313,16.891682181453127
2025-03-06,7e541aa7,Kisumu,Individual,Liquid Jaggery,64,87,128,946,146,1190,5568,43.19692073244032,88.56521480561307,24.565214805613067
2025-03-07,621ea899,Siaya,Retail,Liquid Jaggery,75,98,193,541,237,1174,7350,94.82299507532767,110.45915282284702,35.45915282284702
2025-03-07,a2c724c8,Migori,Individual,Liquid Jaggery,73,75,59,531,416,1694,5475,29.38884703615573,73.03064633665815,0.030646336658151085
2025-03-07,7d4ecab2,Migori,Individual,Jaggery Blocks,36,139,174,402,182,1784,5004,74.0920448053276,117.63993441712961,81.63993441712961
2025-03-07,be51b1f4,Kisumu,Wholesale,Jaggery Paste,63,88,188,736,153,1794,5544,81.16193996951273,128.26439392227442,65.26439392227442
2025-03-07,11ae40de,Migori,Individual,Jaggery Paste,96,132,124,968,172,990,12672,48.41536905118217,92.92987213635347,0.0
2025-03-08,6b7d947c,Migori,Individual,Jaggery Blocks,22,83,162,521,487,1574,1826,86.07246479389994,112.24704199314584,90.24704199314584
2025-03-08,dde3523d,Kisii,Retail,Jaggery Blocks,55,122,78,376,370,1583,6710,25.437719960439427,36.72022781271163,0.0
2025-03-08,cde51f82,Migori,Retail,Jaggery Blocks,10,148,178,779,122,605,1480,62.13752161122649,99.89274915955939,89.89274915955939
2025-03-08,b0907478,Migori,Retail,Jaggery Blocks,92,92,104,723,133,1501,8464,61.80677264731892,94.0014493272852,2.0014493272852008
2025-03-08,81708cd6,Kisii,Wholesale,Jaggery Paste,26,71,123,548,461,1940,1846,38.16423543108031,65.1340635593435,39.1340635593435
2025-03-09,5c85c0cc,Migori,Wholesale,Jaggery Blocks,51,76,56,344,434,1776,3876,27.2729585020544,50.74572294075267,0.0
2025-03-09,3a8df882,Kisii,Wholesale,Jaggery Paste,67,71,104,767,198,1615,4757,53.77661445804809,92.91206190207738,25.912061902077383
2025-03-09,fd042c5b,Homa Bay,Wholesale,Liquid Jaggery,14,70,141,309,374,1335,980,54.670288334136515,96.24003990822172,82.24003990822172
2025-03-09,fb69cd97,Migori,Individual,Jaggery Blocks,69,140,178,529,497,1778,9660,80.76428365092342,118.19257282236646,49.19257282236646
2025-03-09,57f8bdc0,Migori,Wholesale,Jaggery Paste,90,127,159,301,300,1854,11430,67.22005540514866,113.6552115974064,23.655211597406407
2025-03-09,515b1c56,Siaya,Wholesale,Liquid Jaggery,71,112,85,604,489,890,7952,40.087393299125225,72.36439739473349,1.364397394733487
2025-03-10,493e9d94,Homa Bay,Wholesale,Jaggery Paste,23,99,171,489,335,1485,2277,70.1267546013039,95.95622913597265,72.95622913597265
2025-03-10,76b90065,Homa Bay,Individual,Liquid Jaggery,98,75,94,774,337,1819,7350,33.428613262726316,76.03686836535232,0.0
2025-03-10,2ff64421,Kisii,Individual,Jaggery Blocks,86,138,89,991,338,614,11868,47.07191139893484,63.39560489024879,0.0
2025-03-10,eb2feb73,Kisumu,Wholesale,Jaggery Paste,39,76,74,392,419,1490,2964,40.06304568082983,66.90847993052981,27.908479930529808
2025-03-10,7e679f6c,Migori,Individual,Jaggery Paste,64,103,91,859,258,1429,6592,44.12938197564617,64.8774114058169,0.8774114058169005
2025-03-10,d361f12c,Kisumu,Individual,Liquid Jaggery,39,100,68,932,244,1997,3900,24.16688541623143,58.815581267997,19.815581267996997
2025-03-10,d5fbae07,Siaya,Retail,Jaggery Paste,61,94,166,711,277,1274,5734,61.765076708046784,85.39127979953875,24.39127979953875
2025-03-10,769c0ad2,Migori,Individual,Jaggery Blocks,38,143,115,975,377,530,5434,43.23565811666133,79.51826541797914,41.51826541797914
2025-03-10,4b59becf,Kisumu,Wholesale,Jaggery Paste,72,73,181,811,252,1906,5256,84.63319289183407,101.7631986501526,29.763198650152603
2025-03-11,bd06afb7,Migori,Wholesale,Jaggery Blocks,81,140,157,836,264,621,11340,76.61562190120216,106.33869029270512,25.338690292705124
2025-03-11,4a766311,Migori,Wholesale,Jaggery Blocks,54,125,117,635,201,1556,6750,60.642493589139946,77.22758345175654,23.227583451756544
2025-03-11,b5b913c0,Migori,Wholesale,Jaggery Blocks,11,96,166,491,336,787,1056,50.095018459609314,68.371665953454,57.371665953454
2025-03-11,4c335ddc,Kisii,Retail,Liquid Jaggery,44,92,58,637,129,1972,4048,20.953751997915642,66.02112053634158,22.021120536341584
2025-03-11,fa69a915,Homa Bay,Wholesale,Jaggery Paste,49,100,88,693,153,1609,4900,51.28471129279732,71.71004948307737,22.71004948307737
2025-03-11,72c6eb03,Kisii,Retail,Jaggery Paste,27,129,169,361,162,1321,3483,70.70037080931851,114.71106658275548,87.71106658275548
2025-03-12,5fc9c842,Kisumu,Retail,Liquid Jaggery,18,73,123,796,183,1920,1314,64.03761031462167,75.93059152007852,57.93059152007852
2025-03-12,a7fe0ee3,Kisii,Wholesale,Liquid Jaggery,89,120,70,702,428,1439,10680,31.441250474687614,81.42110449143648,0.0
2025-03-12,22dc737c,Migori,Individual,Liquid Jaggery,69,113,102,805,264,1816,7797,38.904478560045,69.60178095256353,0.60178095256353
2025-03-13,ebd85b3e,Migori,Individual,Jaggery Blocks,66,133,142,326,348,572,8778,47.107095311468356,80.80472552740673,14.804725527406731
2025-03-13,febae6b5,Migori,Retail,Jaggery Paste,31,119,98,311,412,1046,3689,37.589897824246385,48.98511005704749,17.985110057047493
2025-03-13,7978c4df,Kisumu,Wholesale,Jaggery Paste,90,101,88,903,160,1571,9090,37.00070188333946,50.60524720070524,0.0
2025-03-13,db906f8e,Kisumu,Wholesale,Liquid Jaggery,32,98,61,842,475,819,3136,18.723585926044652,63.4816417100769,31.4816417100769
2025-03-13,fa2cf907,Siaya,Wholesale,Liquid Jaggery,75,81,113,527,281,1430,6075,57.35360923016832,78.87861438435598,3.878614384355984
2025-03-13,5e421741,Siaya,Individual,Jaggery Blocks,27,98,140,659,369,1730,2646,56.08381831327529,67.84750696917658,40.84750696917658
2025-03-14,04d5a8fe,Migori,Individual,Jaggery Paste,45,105,158,982,208,654,4725,64.5240268104439,113.93482633447996,68.93482633447996
2025-03-14,0372da85,Migori,Retail,Liquid Jaggery,32,123,155,721,391,1680,3936,92.9879691600013,111.55818653372867,79.55818653372867
2025-03-14,293f250b,Kisii,Retail,Jaggery Blocks,52,100,146,902,405,1647,5200,71.6755789763748,97.15827151202652,45.158271512026516
2025-03-15,16e592bc,Migori,Wholesale,Jaggery Paste,26,87,125,770,457,819,2262,65.47095993995558,108.83597726984542,82.83597726984542
2025-03-15,beaf5cf9,Migori,Retail,Jaggery Paste,20,119,169,909,115,1195,2380,75.5432155137522,112.38303395896483,92.38303395896483
2025-03-15,72e4a653,Siaya,Individual,Jaggery Paste,93,149,82,904,455,1474,13857,40.654289682984896,50.925711802058004,0.0
2025-03-15,1773ef9c,Migori,Individual,Liquid Jaggery,37,136,84,429,108,1936,5032,33.07960315870036,56.568399555109394,19.568399555109394
2025-03-15,43cbf94a,Homa Bay,Wholesale,Jaggery Blocks,40,95,111,625,286,1245,3800,47.17593816112644,92.46260713996776,52.46260713996776
2025-03-15,22e5c2db,Homa Bay,Wholesale,Jaggery Paste,31,71,81,521,112,1027,2201,24.9482453313956,53.83291510072524,22.832915100725238
2025-03-16,9dd04c22,Migori,Retail,Liquid Jaggery,57,105,135,549,235,1707,5985,79.1873321156374,125.0501931144085,68.0501931144085
2025-03-16,770b2a4f,Migori,Retail,Jaggery Paste,62,134,198,466,420,623,8308,102.65409141699585,129.4891814067241,67.4891814067241
2025-03-16,98b2c75b,Kisumu,Wholesale,Liquid Jaggery,99,81,153,761,147,1103,8019,46.84148257877357,73.29157851792834,0.0
2025-03-16,d7581963,Migori,Individual,Liquid Jaggery,62,90,103,497,449,1603,5580,57.47627173678459,90.71813138814119,28.718131388141188
2025-03-16,d0e11ea6,Kisumu,Wholesale,Jaggery Paste,26,140,76,855,204,666,3640,23.035879599577555,61.407765076284164,35.407765076284164
2025-03-16,dfc7cd59,Kisumu,Individual,Jaggery Paste,35,124,95,633,313,586,4340,40.34685991214176,66.38066933828091,31.38066933828091
2025-03-16,5b8e7fe9,Homa Bay,Wholesale,Jaggery Paste,36,131,88,695,156,1600,4716,51.88684246333135,85.17407190911695,49.17407190911695
2025-03-16,0e7eaed0,Homa Bay,Individual,Liquid Jaggery,53,125,170,683,210,1115,6625,90.84410464292544,103.36296099227346,50.36296099227346
2025-03-16,fa32b6e1,Kisumu,Retail,Jaggery Paste,58,95,64,412,418,1184,5510,28.91679543821781,47.632974230833206,0.0
2025-03-17,12f2a452,Migori,Wholesale,Jaggery Paste,33,75,100,539,254,1533,2475,39.54562438369166,80.35087606084844,47.350876060848435
2025-03-17,b436c0c7,Siaya,Retail,Jaggery Paste,30,114,96,938,189,1758,3420,44.296345461162886,64.97922311512639,34.97922311512639
2025-03-17,11fc6115,Kisumu,Individual,Jaggery Blocks,82,118,101,391,248,1138,9676,54.48767179535306,78.82797704316641,0.0
2025-03-17,8162cddb,Kisii,Retail,Jaggery Paste,99,85,157,402,309,1234,8415,83.21181670964998,116.41335622568688,17.413356225686883
2025-03-17,a97e1398,Migori,Retail,Jaggery Paste,70,142,115,320,253,1636,9940,60.86682075383288,101.49101348414457,31.491013484144574
2025-03-18,5c7dc067,Kisumu,Individual,Jaggery Paste,21,133,84,503,398,1482,2793,29.24007587844675,56.247651221393085,35.247651221393085
2025-03-19,72c7cbdd,Migori,Retail,Jaggery Paste,46,90,86,675,485,1106,4140,33.69482511844572,60.34880507030299,14.348805070302987
2025-03-19,8f116320,Migori,Individual,Liquid Jaggery,98,86,172,643,376,1001,8428,61.14218256867738,72.46427036385496,0.0
2025-03-19,af0e7c3a,Homa Bay,Individual,Liquid Jaggery,90,142,51,988,345,1604,12780,17.628271408793342,28.46555258847628,0.0
2025-03-19,0df4be75,Kisumu,Wholesale,Jaggery Paste,43,111,188,691,300,1888,4773,89.24496046560768,118.08179352231309,75.08179352231309
2025-03-19,9c6e530c,Migori,Retail,Jaggery Paste,21,117,149,927,161,1397,2457,71.09002914461257,95.30624541510599,74.30624541510599
2025-03-20,2aea3506,Kisumu,Wholesale,Jaggery Blocks,21,123,60,389,175,662,2583,21.637496970142628,51.22100081986452,30.22100081986452
2025-03-20,32c4a2b2,Migori,Individual,Jaggery Paste,26,108,70,532,230,694,2808,24.668880433024498,40.90410833421673,14.90410833421673
2025-03-20,71031440,Homa Bay,Wholesale,Jaggery Paste,37,92,187,717,203,1327,3404,106.62736731849405,141.7919121149788,104.7919121149788
2025-03-20,9733a350,Migori,Retail,Jaggery Blocks,11,148,128,322,353,637,1628,70.38457529828793,97.25477450965577,86.25477450965577
2025-03-21,1f9694a7,Migori,Retail,Liquid Jaggery,78,132,152,743,251,994,10296,89.07139566780205,109.41866661985918,31.41866661985918
2025-03-21,c2f5e950,Migori,Individual,Jaggery Blocks,82,78,118,817,298,1585,6396,50.57473478338776,96.83039407787413,14.830394077874132
2025-03-21,1077f887,Migori,Individual,Jaggery Paste,76,147,59,439,240,1219,11172,29.301526179936086,67.61601031810426,0.0
2025-03-22,71ae99e6,Kisumu,Individual,Jaggery Blocks,13,136,60,545,287,569,1768,18.34069752920634,44.09981068589609,31.099810685896088
2025-03-22,2300d7b4,Siaya,Retail,Liquid Jaggery,40,111,75,473,479,1981,4440,34.43564671195032,69.43671822436349,29.43671822436349
2025-03-22,32c442a0,Migori,Wholesale,Jaggery Paste,31,80,59,582,184,1210,2480,26.367761363884036,69.2562075761922,38.256207576192196
2025-03-22,10cbce91,Migori,Retail,Jaggery Blocks,87,133,74,662,348,734,11571,35.60600084254142,60.29131425495203,0.0
2025-03-22,dbd546a2,Migori,Individual,Liquid Jaggery,88,125,80,661,380,1086,11000,47.48266541168567,94.01918293824696,6.019182938246956
2025-03-22,7cdca2fd,Migori,Retail,Jaggery Blocks,49,130,100,759,494,960,6370,54.63235085994723,80.72473221160587,31.72473221160587
2025-03-22,9d219854,Kisumu,Wholesale,Liquid Jaggery,94,87,115,674,266,1854,8178,43.74639676792611,82.26707019727726,0.0
2025-03-23,cf86d042,Migori,Retail,Jaggery Blocks,53,76,99,378,156,725,4028,33.768372002592976,62.11469038228779,9.11469038228779
2025-03-23,9eac1511,Migori,Wholesale,Liquid Jaggery,81,75,195,629,380,1265,6075,65.88241282503483,88.61261271621167,7.612612716211672
2025-03-23,e780124d,Kisumu,Wholesale,Jaggery Blocks,55,125,78,873,456,1978,6875,34.815054394736016,62.383474832011004,7.383474832011004
2025-03-23,6c682049,Kisumu,Retail,Liquid Jaggery,91,136,139,631,338,1944,12376,82.9555045979123,108.86466362282118,17.864663622821183
2025-03-23,8167253e,Kisumu,Wholesale,Jaggery Paste,20,70,88,534,324,1720,1400,26.98799281377471,55.57698493700157,35.57698493700157
2025-03-24,2e25ceca,Migori,Wholesale,Jaggery Blocks,95,85,103,532,444,1994,8075,42.95149627709962,59.17850478766913,0.0
2025-03-24,5a1493df,Homa Bay,Wholesale,Jaggery Blocks,70,93,51,894,230,1637,6510,15.546455743804856,51.90112242068574,0.0
2025-03-24,a3c2f313,Homa Bay,Individual,Jaggery Paste,73,124,152,592,319,910,9052,71.94136151441666,112.51113036320913,39.51113036320913
2025-03-24,caf0b602,Kisumu,Retail,Jaggery Paste,23,97,137,509,238,1160,2231,41.16491420630218,73.51319399014605,50.51319399014605
2025-03-24,d16a2b7c,Kisii,Individual,Jaggery Paste,94,127,107,995,445,1861,11938,60.4017517802086,106.97936657037049,12.979366570370487
2025-03-25,9bc5c278,Siaya,Wholesale,Liquid Jaggery,18,129,54,999,204,1269,2322,27.089650749754817,44.5038097786288,26.5038097786288
2025-03-25,3abc4435,Migori,Wholesale,Liquid Jaggery,69,133,177,561,461,1871,9177,92.81474588463625,128.7126228346862,59.71262283468619
2025-03-25,1f3d7e6e,Kisumu,Retail,Liquid Jaggery,20,72,68,753,178,848,1440,35.39365262124987,81.700930430016,61.700930430016
2025-03-25,3c18d3d9,Migori,Retail,Liquid Jaggery,65,85,61,695,377,511,5525,25.59072853895247,50.35297491262463,0.0
2025-03-25,8f1db7dd,Siaya,Individual,Jaggery Paste,67,136,117,755,369,886,9112,37.44054874274216,76.04360343785319,9.043603437853193
2025-03-25,7f191037,Homa Bay,Wholesale,Liquid Jaggery,72,108,68,661,303,1136,7776,33.512582697013166,71.95776341713676,0.0
2025-03-25,378bd860,Homa Bay,Retail,Liquid Jaggery,45,83,147,371,227,1032,3735,70.7421607325732,88.21339301906802,43.21339301906802
2025-03-25,e9d1e179,Migori,Retail,Jaggery Blocks,85,87,178,714,406,1388,7395,54.39572771454941,70.5324308909849,0.0
2025-03-26,91f3719a,Migori,Retail,Liquid Jaggery,99,124,113,392,232,1876,12276,42.612019827041124,84.06373553089225,0.0
2025-03-26,9ed11091,Siaya,Retail,Jaggery Blocks,16,106,147,311,371,568,1696,69.54425839165515,88.57204536727235,72.57204536727235
2025-03-26,bdb93cba,Kisumu,Individual,Liquid Jaggery,78,103,122,671,425,1720,8034,71.21571805241898,117.38336635451608,39.383366354516085
2025-03-26,384c04c2,Migori,Retail,Liquid Jaggery,78,147,121,607,289,1267,11466,67.41610421520105,89.60501645732019,11.60501645732019
2025-03-27,0d9a3899,Kisumu,Wholesale,Jaggery Blocks,51,129,133,587,330,1000,6579,44.1344042007396,66.860491632906,15.860491632906005
2025-03-27,c95da687,Kisii,Retail,Liquid Jaggery,92,133,177,741,419,1805,12236,77.1681953875695,92.73459582388797,0.7345958238879717
2025-03-27,1e065afe,Migori,Wholesale,Jaggery Paste,89,90,79,587,296,1040,8010,42.73124292187833,68.80483034947515,0.0
2025-03-27,4393616f,Kisii,Individual,Jaggery Blocks,32,144,50,399,130,806,4608,23.43567570576603,35.31723784235595,3.3172378423559508
2025-03-27,ff50fd0a,Migori,Individual,Liquid Jaggery,36,125,131,662,224,1755,4500,63.953561179468004,102.81571648320644,66.81571648320644
2025-03-27,0003fef3,Siaya,Wholesale,Jaggery Paste,99,141,187,633,436,545,13959,82.55724081857528,109.85148050444587,10.851480504445874
2025-03-27,813cde26,Homa Bay,Individual,Jaggery Paste,39,91,82,743,412,1724,3549,34.78360538270773,54.50234372089055,15.50234372089055
2025-03-27,4ecc1f41,Homa Bay,Wholesale,Liquid Jaggery,14,111,184,314,465,1986,1554,97.05830447002062,142.28504297202656,128.28504297202656
2025-03-27,5e283b8f,Kisumu,Wholesale,Jaggery Blocks,62,148,76,817,382,1712,9176,44.711277335446866,59.433457625848945,0.0
2025-03-27,11d83f1c,Homa Bay,Wholesale,Liquid Jaggery,49,130,118,889,103,956,6370,37.03753989984945,61.20738002741922,12.20738002741922
2025-03-28,b1759c44,Migori,Wholesale,Jaggery Paste,22,83,64,822,249,972,1826,26.35401798867993,37.742664076035716,15.742664076035716
2025-03-29,d46094bc,Kisumu,Wholesale,Jaggery Blocks,21,141,170,999,489,1533,2961,67.5308938654726,106.61507182781288,85.61507182781288
2025-03-29,d046d865,Homa Bay,Individual,Liquid Jaggery,92,117,147,747,424,1060,10764,45.328175191399524,60.43310264090965,0.0
2025-03-29,be6c7b28,Kisumu,Wholesale,Jaggery Blocks,22,73,171,622,253,1076,1606,69.01614606762074,89.04807947209925,67.04807947209925
2025-03-29,3fd1099d,Kisumu,Wholesale,Jaggery Blocks,59,94,63,823,150,941,5546,19.813331327367,60.044981042779085,1.044981042779085
2025-03-30,a5e5a70a,Migori,Wholesale,Jaggery Blocks,45,114,181,695,279,1202,5130,106.67902106000408,147.19897696848176,102.19897696848176
2025-03-30,1e9d6f4a,Migori,Wholesale,Liquid Jaggery,17,97,181,857,388,894,1649,86.1447515219515,103.82609761641135,86.82609761641135
2025-03-30,dfc3c904,Migori,Retail,Jaggery Blocks,76,118,158,694,375,1162,8968,57.24832783544312,70.78780366340368,0.0
2025-03-30,3b5a8b1c,Kisii,Wholesale,Jaggery Paste,27,142,78,754,476,500,3834,38.08481095857312,49.60954076611279,22.609540766112787
2025-03-30,122ba9bb,Siaya,Retail,Jaggery Blocks,65,86,93,731,459,559,5590,47.57805532675237,80.09055976489756,15.090559764897563
2025-03-30,61cf37df,Migori,Wholesale,Jaggery Paste,97,106,83,432,326,1879,10282,49.02352939293607,67.62835327477771,0.0
2025-03-31,ab76c8b3,Siaya,Retail,Liquid Jaggery,64,85,159,368,176,878,5440,72.51272603443518,92.51267544338845,28.512675443388446
2025-03-31,61696f2a,Kisumu,Individual,Liquid Jaggery,13,89,104,501,237,880,1157,31.42691160005309,56.224676882231805,43.224676882231805
2025-03-31,d6d6c34c,Kisumu,Retail,Jaggery Paste,50,119,155,736,345,892,5950,47.33876279196596,74.64281583024305,24.642815830243052
2025-03-31,c23b5fc2,Migori,Wholesale,Jaggery Paste,36,140,181,971,352,1757,5040,82.0064175193108,104.54942280187203,68.54942280187203
2025-03-31,9106e168,Migori,Individual,Jaggery Blocks,61,75,74,687,171,1063,4575,38.249060923697,80.88188185421568,19.881881854215678
2025-03-31,bde77d4c,Kisumu,Retail,Jaggery Paste,27,99,113,650,307,1525,2673,63.54265338726062,74.41220690980892,47.412206909808916
2025-03-31,71cbeab6,Kisumu,Individual,Jaggery Paste,71,82,145,979,211,1417,5822,82.3086518838433,115.74455601795357,44.74455601795357
2025-03-31,af9bf8dd,Migori,Individual,Liquid Jaggery,47,111,96,528,281,1138,5217,50.762048048396714,72.58613914856556,25.586139148565564
2025-03-31,82f3e93b,Migori,Wholesale,Jaggery Blocks,40,89,105,490,413,942,3560,33.17094525770639,71.73956273199894,31.739562731998944
2025-03-31,cc484759,Migori,Individual,Liquid Jaggery,97,140,180,802,448,1417,13580,77.80132337446992,125.78479407705332,28.78479407705332
2025-03-31,3b5f94a6,Siaya,Retail,Liquid Jaggery,51,87,149,859,122,1002,4437,59.83214057228956,88.77492051527541,37.77492051527541
2025-03-31,382b3f3f,Homa Bay,Individual,Jaggery Blocks,48,123,61,515,283,1122,5904,20.651836732527332,61.658273873684806,13.658273873684806
2025-03-31,da72513b,Kisii,Individual,Jaggery Blocks,54,144,139,418,380,1550,7776,68.55590242756806,115.4132475885462,61.4132475885462
2025-03-31,32189d01,Kisumu,Retail,Jaggery Blocks,22,148,117,980,313,562,3256,52.043766400435096,63.71663135189371,41.71663135189371
2025-04-01,8bad791d,Migori,Wholesale,Jaggery Blocks,22,146,146,531,257,1538,3212,85.52572532907772,107.98074301561056,85.98074301561056
2025-04-01,18db3bd6,Kisii,Retail,Liquid Jaggery,75,120,84,373,138,1016,9000,44.03235880443674,69.46485967480831,0.0
2025-04-01,32b79ec9,Kisumu,Wholesale,Jaggery Paste,86,117,163,776,137,1561,10062,82.5126090254223,128.92347987558028,42.923479875580284
2025-04-02,fa60a20f,Migori,Wholesale,Jaggery Paste,47,144,165,570,100,1088,6768,60.67527220631389,91.21049805752565,44.210498057525655
2025-04-02,d4ff40e3,Kisumu,Retail,Jaggery Blocks,90,84,187,762,406,1963,7560,98.96246577969518,109.07051445306172,19.07051445306172
